iso2,year,cases,gender,age_group
BY,2002,0.0,m,0-14
BY,2002,66.0,m,15-24
BY,2002,133.0,m,25-34
BY,2002,217.0,m,35-44
BY,2002,159.0,m,45-54
BY,2002,75.0,m,55-64
BY,2002,51.0,m,65+
BY,2002,0.0,f,0-14
BY,2002,12.0,f,15-24
BY,2002,22.0,f,25-34
BY,2002,28.0,f,35-44
BY,2002,17.0,f,45-54
BY,2002,17.0,f,55-64
BY,2002,41.0,f,65+
BY,2003,0.0,m,0-14
BY,2003,67.0,m,15-24
BY,2003,134.0,m,25-34
BY,2003,243.0,m,35-44
BY,2003,226.0,m,45-54
BY,2003,96.0,m,55-64
BY,2003,60.0,m,65+
BY,2003,0.0,f,0-14
BY,2003,18.0,f,15-24
BY,2003,39.0,f,25-34
BY,2003,43.0,f,35-44
BY,2003,26.0,f,45-54
BY,2003,21.0,f,55-64
BY,2003,45.0,f,65+
BY,2004,84.0,m,15-24
BY,2004,170.0,m,25-34
BY,2004,260.0,m,35-44
BY,2004,235.0,m,45-54
BY,2004,83.0,m,55-64
BY,2004,56.0,m,65+
BY,2004,1.0,f,0-14
BY,2004,31.0,f,15-24
BY,2004,38.0,f,25-34
BY,2004,38.0,f,35-44
BY,2004,35.0,f,45-54
BY,2004,11.0,f,55-64
BY,2004,67.0,f,65+
BY,2005,71.0,m,15-24
BY,2005,180.0,m,25-34
BY,2005,273.0,m,35-44
BY,2005,287.0,m,45-54
BY,2005,118.0,m,55-64
BY,2005,62.0,m,65+
BY,2005,25.0,f,15-24
BY,2005,53.0,f,25-34
BY,2005,50.0,f,35-44
BY,2005,43.0,f,45-54
BY,2005,11.0,f,55-64
BY,2005,62.0,f,65+
BY,2006,61.0,m,15-24
BY,2006,134.0,m,25-34
BY,2006,217.0,m,35-44
BY,2006,260.0,m,45-54
BY,2006,96.0,m,55-64
BY,2006,71.0,m,65+
BY,2006,1.0,f,5-14
BY,2006,1.0,f,0-14
BY,2006,32.0,f,15-24
BY,2006,38.0,f,25-34
BY,2006,43.0,f,35-44
BY,2006,43.0,f,45-54
BY,2006,18.0,f,55-64
BY,2006,58.0,f,65+
BY,2007,57.0,m,15-24
BY,2007,142.0,m,25-34
BY,2007,205.0,m,35-44
BY,2007,244.0,m,45-54
BY,2007,110.0,m,55-64
BY,2007,56.0,m,65+
BY,2007,28.0,f,15-24
BY,2007,58.0,f,25-34
BY,2007,41.0,f,35-44
BY,2007,35.0,f,45-54
BY,2007,17.0,f,55-64
BY,2007,58.0,f,65+
BY,2008,44.0,m,15-24
BY,2008,149.0,m,25-34
BY,2008,207.0,m,35-44
BY,2008,261.0,m,45-54
BY,2008,106.0,m,55-64
BY,2008,69.0,m,65+
BY,2008,26.0,f,15-24
BY,2008,43.0,f,25-34
BY,2008,36.0,f,35-44
BY,2008,34.0,f,45-54
BY,2008,20.0,f,55-64
BY,2008,65.0,f,65+
BZ,1995,1.0,m,0-14
BZ,1995,1.0,m,15-24
BZ,1995,2.0,m,25-34
BZ,1995,4.0,m,35-44
BZ,1995,0.0,m,45-54
BZ,1995,1.0,m,55-64
BZ,1995,1.0,m,65+
BZ,1995,0.0,f,0-14
BZ,1995,6.0,f,15-24
BZ,1995,2.0,f,25-34
BZ,1995,0.0,f,35-44
BZ,1995,1.0,f,45-54
BZ,1995,1.0,f,55-64
BZ,1995,2.0,f,65+
BZ,1996,1.0,m,0-14
BZ,1996,3.0,m,15-24
BZ,1996,2.0,m,25-34
BZ,1996,2.0,m,35-44
BZ,1996,2.0,m,45-54
BZ,1996,3.0,m,55-64
BZ,1996,2.0,m,65+
BZ,1996,0.0,f,0-14
BZ,1996,1.0,f,15-24
BZ,1996,4.0,f,25-34
BZ,1996,0.0,f,35-44
BZ,1996,0.0,f,45-54
BZ,1996,0.0,f,55-64
BZ,1996,0.0,f,65+
BZ,1997,2.0,m,0-14
BZ,1997,2.0,m,15-24
BZ,1997,6.0,m,25-34
BZ,1997,3.0,m,35-44
BZ,1997,10.0,m,45-54
BZ,1997,3.0,m,55-64
BZ,1997,6.0,m,65+
BZ,1997,2.0,f,0-14
BZ,1997,3.0,f,15-24
BZ,1997,2.0,f,25-34
BZ,1997,2.0,f,35-44
BZ,1997,0.0,f,45-54
BZ,1997,4.0,f,55-64
BZ,1997,3.0,f,65+
BZ,2000,2.0,m,0-14
BZ,2000,5.0,m,15-24
BZ,2000,7.0,m,25-34
BZ,2000,2.0,m,35-44
BZ,2000,6.0,m,45-54
BZ,2000,3.0,m,55-64
BZ,2000,5.0,m,65+
BZ,2000,0.0,f,0-14
BZ,2000,2.0,f,15-24
BZ,2000,1.0,f,25-34
BZ,2000,2.0,f,35-44
BZ,2000,4.0,f,45-54
BZ,2000,1.0,f,55-64
BZ,2000,4.0,f,65+
BZ,2001,0.0,m,0-14
BZ,2001,0.0,m,15-24
BZ,2001,5.0,m,25-34
BZ,2001,9.0,m,35-44
BZ,2001,7.0,m,45-54
BZ,2001,9.0,m,55-64
BZ,2001,11.0,m,65+
BZ,2001,0.0,f,0-14
BZ,2001,0.0,f,15-24
BZ,2001,3.0,f,25-34
BZ,2001,4.0,f,35-44
BZ,2001,1.0,f,45-54
BZ,2001,2.0,f,55-64
BZ,2001,2.0,f,65+
BZ,2002,4.0,m,0-14
BZ,2002,7.0,m,15-24
BZ,2002,5.0,m,25-34
BZ,2002,7.0,m,35-44
BZ,2002,11.0,m,45-54
BZ,2002,4.0,m,55-64
BZ,2002,4.0,m,65+
BZ,2002,3.0,f,0-14
BZ,2002,5.0,f,15-24
BZ,2002,6.0,f,25-34
BZ,2002,3.0,f,35-44
BZ,2002,4.0,f,45-54
BZ,2002,4.0,f,55-64
BZ,2002,4.0,f,65+
BZ,2003,1.0,m,0-14
BZ,2003,4.0,m,15-24
BZ,2003,8.0,m,25-34
BZ,2003,10.0,m,35-44
BZ,2003,3.0,m,45-54
BZ,2003,2.0,m,55-64
BZ,2003,8.0,m,65+
BZ,2003,2.0,f,0-14
BZ,2003,6.0,f,15-24
BZ,2003,3.0,f,25-34
BZ,2003,3.0,f,35-44
BZ,2003,2.0,f,45-54
BZ,2003,5.0,f,55-64
BZ,2003,5.0,f,65+
BZ,2004,0.0,m,0-14
BZ,2004,4.0,m,15-24
BZ,2004,6.0,m,25-34
BZ,2004,8.0,m,35-44
BZ,2004,6.0,m,45-54
BZ,2004,3.0,m,55-64
BZ,2004,2.0,m,65+
BZ,2004,1.0,f,0-14
BZ,2004,0.0,f,15-24
BZ,2004,1.0,f,25-34
BZ,2004,1.0,f,35-44
BZ,2004,2.0,f,45-54
BZ,2004,0.0,f,55-64
BZ,2004,0.0,f,65+
BZ,2005,0.0,m,0-14
BZ,2005,8.0,m,15-24
BZ,2005,8.0,m,25-34
BZ,2005,6.0,m,35-44
BZ,2005,8.0,m,45-54
BZ,2005,5.0,m,55-64
BZ,2005,3.0,m,65+
BZ,2005,0.0,f,0-14
BZ,2005,4.0,f,15-24
BZ,2005,4.0,f,25-34
BZ,2005,4.0,f,35-44
BZ,2005,3.0,f,45-54
BZ,2005,2.0,f,55-64
BZ,2005,4.0,f,65+
BZ,2006,0.0,m,0-4
BZ,2006,3.0,m,5-14
BZ,2006,3.0,m,0-14
BZ,2006,4.0,m,15-24
BZ,2006,4.0,m,25-34
BZ,2006,7.0,m,35-44
BZ,2006,5.0,m,45-54
BZ,2006,1.0,m,55-64
BZ,2006,3.0,m,65+
BZ,2006,0.0,f,0-4
BZ,2006,2.0,f,5-14
BZ,2006,2.0,f,0-14
BZ,2006,6.0,f,15-24
BZ,2006,5.0,f,25-34
BZ,2006,3.0,f,35-44
BZ,2006,5.0,f,45-54
BZ,2006,6.0,f,55-64
BZ,2006,6.0,f,65+
BZ,2007,1.0,m,0-4
BZ,2007,0.0,m,5-14
BZ,2007,1.0,m,0-14
BZ,2007,6.0,m,15-24
BZ,2007,8.0,m,25-34
BZ,2007,8.0,m,35-44
BZ,2007,7.0,m,45-54
BZ,2007,6.0,m,55-64
BZ,2007,3.0,m,65+
BZ,2007,0.0,f,0-4
BZ,2007,0.0,f,5-14
BZ,2007,0.0,f,0-14
BZ,2007,8.0,f,15-24
BZ,2007,2.0,f,25-34
BZ,2007,5.0,f,35-44
BZ,2007,2.0,f,45-54
BZ,2007,2.0,f,55-64
BZ,2007,3.0,f,65+
BZ,2008,0.0,m,0-4
BZ,2008,1.0,m,5-14
BZ,2008,1.0,m,0-14
BZ,2008,8.0,m,15-24
BZ,2008,12.0,m,25-34
BZ,2008,15.0,m,35-44
BZ,2008,9.0,m,45-54
BZ,2008,5.0,m,55-64
BZ,2008,8.0,m,65+
BZ,2008,0.0,m,unknown
BZ,2008,0.0,f,0-4
BZ,2008,0.0,f,5-14
BZ,2008,0.0,f,0-14
BZ,2008,5.0,f,15-24
BZ,2008,0.0,f,25-34
BZ,2008,6.0,f,35-44
BZ,2008,4.0,f,45-54
BZ,2008,3.0,f,55-64
BZ,2008,8.0,f,65+
BZ,2008,0.0,f,unknown
CA,1980,12.0,m,0-14
CA,1980,54.0,m,15-24
CA,1980,75.0,m,25-34
CA,1980,83.0,m,35-44
CA,1980,100.0,m,45-54
CA,1980,108.0,m,55-64
CA,1980,186.0,m,65+
CA,1980,18.0,f,0-14
CA,1980,62.0,f,15-24
CA,1980,51.0,f,25-34
CA,1980,34.0,f,35-44
CA,1980,31.0,f,45-54
CA,1980,33.0,f,55-64
CA,1980,104.0,f,65+
CA,1981,8.0,m,0-14
CA,1981,49.0,m,15-24
CA,1981,61.0,m,25-34
CA,1981,64.0,m,35-44
CA,1981,87.0,m,45-54
CA,1981,103.0,m,55-64
CA,1981,141.0,m,65+
CA,1981,6.0,f,0-14
CA,1981,46.0,f,15-24
CA,1981,57.0,f,25-34
CA,1981,26.0,f,35-44
CA,1981,28.0,f,45-54
CA,1981,35.0,f,55-64
CA,1981,92.0,f,65+
CA,1982,6.0,m,0-14
CA,1982,52.0,m,15-24
CA,1982,66.0,m,25-34
CA,1982,69.0,m,35-44
CA,1982,90.0,m,45-54
CA,1982,91.0,m,55-64
CA,1982,150.0,m,65+
CA,1982,7.0,f,0-14
CA,1982,51.0,f,15-24
CA,1982,57.0,f,25-34
CA,1982,30.0,f,35-44
CA,1982,25.0,f,45-54
CA,1982,38.0,f,55-64
CA,1982,80.0,f,65+
CA,1983,9.0,m,0-14
CA,1983,47.0,m,15-24
CA,1983,63.0,m,25-34
CA,1983,62.0,m,35-44
CA,1983,90.0,m,45-54
CA,1983,92.0,m,55-64
CA,1983,123.0,m,65+
CA,1983,11.0,f,0-14
CA,1983,50.0,f,15-24
CA,1983,50.0,f,25-34
CA,1983,29.0,f,35-44
CA,1983,24.0,f,45-54
CA,1983,35.0,f,55-64
CA,1983,86.0,f,65+
CA,1984,3.0,m,0-14
CA,1984,44.0,m,15-24
CA,1984,75.0,m,25-34
CA,1984,58.0,m,35-44
CA,1984,68.0,m,45-54
CA,1984,83.0,m,55-64
CA,1984,169.0,m,65+
CA,1984,9.0,f,0-14
CA,1984,51.0,f,15-24
CA,1984,59.0,f,25-34
CA,1984,28.0,f,35-44
CA,1984,28.0,f,45-54
CA,1984,36.0,f,55-64
CA,1984,100.0,f,65+
CA,1985,11.0,m,0-14
CA,1985,42.0,m,15-24
CA,1985,70.0,m,25-34
CA,1985,59.0,m,35-44
CA,1985,77.0,m,45-54
CA,1985,81.0,m,55-64
CA,1985,168.0,m,65+
CA,1985,5.0,f,0-14
CA,1985,30.0,f,15-24
CA,1985,56.0,f,25-34
CA,1985,19.0,f,35-44
CA,1985,28.0,f,45-54
CA,1985,48.0,f,55-64
CA,1985,97.0,f,65+
CA,1986,9.0,m,0-14
CA,1986,58.0,m,15-24
CA,1986,73.0,m,25-34
CA,1986,62.0,m,35-44
CA,1986,59.0,m,45-54
CA,1986,73.0,m,55-64
CA,1986,147.0,m,65+
CA,1986,10.0,f,0-14
CA,1986,33.0,f,15-24
CA,1986,54.0,f,25-34
CA,1986,33.0,f,35-44
CA,1986,20.0,f,45-54
CA,1986,26.0,f,55-64
CA,1986,95.0,f,65+
CA,1987,9.0,m,0-14
CA,1987,40.0,m,15-24
CA,1987,71.0,m,25-34
CA,1987,60.0,m,35-44
CA,1987,49.0,m,45-54
CA,1987,64.0,m,55-64
CA,1987,129.0,m,65+
CA,1987,8.0,f,0-14
CA,1987,39.0,f,15-24
CA,1987,48.0,f,25-34
CA,1987,29.0,f,35-44
CA,1987,17.0,f,45-54
CA,1987,26.0,f,55-64
CA,1987,79.0,f,65+
CA,1988,4.0,m,0-14
CA,1988,43.0,m,15-24
CA,1988,73.0,m,25-34
CA,1988,62.0,m,35-44
CA,1988,52.0,m,45-54
CA,1988,68.0,m,55-64
CA,1988,131.0,m,65+
CA,1988,6.0,f,0-14
CA,1988,38.0,f,15-24
CA,1988,56.0,f,25-34
CA,1988,27.0,f,35-44
CA,1988,16.0,f,45-54
CA,1988,26.0,f,55-64
CA,1988,80.0,f,65+
CA,1989,10.0,m,0-14
CA,1989,45.0,m,15-24
CA,1989,56.0,m,25-34
CA,1989,60.0,m,35-44
CA,1989,54.0,m,45-54
CA,1989,62.0,m,55-64
CA,1989,122.0,m,65+
CA,1989,6.0,f,0-14
CA,1989,37.0,f,15-24
CA,1989,51.0,f,25-34
CA,1989,23.0,f,35-44
CA,1989,24.0,f,45-54
CA,1989,21.0,f,55-64
CA,1989,81.0,f,65+
CA,1990,3.0,m,0-14
CA,1990,35.0,m,15-24
CA,1990,70.0,m,25-34
CA,1990,55.0,m,35-44
CA,1990,40.0,m,45-54
CA,1990,42.0,m,55-64
CA,1990,100.0,m,65+
CA,1990,1.0,f,0-14
CA,1990,30.0,f,15-24
CA,1990,38.0,f,25-34
CA,1990,26.0,f,35-44
CA,1990,17.0,f,45-54
CA,1990,20.0,f,55-64
CA,1990,72.0,f,65+
CA,1991,7.0,m,0-14
CA,1991,37.0,m,15-24
CA,1991,79.0,m,25-34
CA,1991,53.0,m,35-44
CA,1991,37.0,m,45-54
CA,1991,36.0,m,55-64
CA,1991,110.0,m,65+
CA,1991,4.0,f,0-14
CA,1991,23.0,f,15-24
CA,1991,37.0,f,25-34
CA,1991,31.0,f,35-44
CA,1991,9.0,f,45-54
CA,1991,20.0,f,55-64
CA,1991,60.0,f,65+
CA,1992,6.0,m,0-14
CA,1992,42.0,m,15-24
CA,1992,47.0,m,25-34
CA,1992,58.0,m,35-44
CA,1992,41.0,m,45-54
CA,1992,51.0,m,55-64
CA,1992,79.0,m,65+
CA,1992,2.0,f,0-14
CA,1992,27.0,f,15-24
CA,1992,28.0,f,25-34
CA,1992,21.0,f,35-44
CA,1992,11.0,f,45-54
CA,1992,15.0,f,55-64
CA,1992,78.0,f,65+
CA,1993,8.0,m,0-14
CA,1993,33.0,m,15-24
CA,1993,47.0,m,25-34
CA,1993,53.0,m,35-44
CA,1993,43.0,m,45-54
CA,1993,33.0,m,55-64
CA,1993,74.0,m,65+
CA,1993,6.0,f,0-14
CA,1993,22.0,f,15-24
CA,1993,50.0,f,25-34
CA,1993,22.0,f,35-44
CA,1993,21.0,f,45-54
CA,1993,21.0,f,55-64
CA,1993,55.0,f,65+
CA,1994,2.0,m,0-14
CA,1994,42.0,m,15-24
CA,1994,54.0,m,25-34
CA,1994,42.0,m,35-44
CA,1994,43.0,m,45-54
CA,1994,34.0,m,55-64
CA,1994,87.0,m,65+
CA,1994,3.0,f,0-14
CA,1994,37.0,f,15-24
CA,1994,37.0,f,25-34
CA,1994,19.0,f,35-44
CA,1994,11.0,f,45-54
CA,1994,13.0,f,55-64
CA,1994,59.0,f,65+
CA,1995,1.0,m,0-14
CA,1995,28.0,m,15-24
CA,1995,31.0,m,25-34
CA,1995,60.0,m,35-44
CA,1995,34.0,m,45-54
CA,1995,41.0,m,55-64
CA,1995,70.0,m,65+
CA,1995,7.0,f,0-14
CA,1995,33.0,f,15-24
CA,1995,28.0,f,25-34
CA,1995,22.0,f,35-44
CA,1995,12.0,f,45-54
CA,1995,18.0,f,55-64
CA,1995,51.0,f,65+
CA,1996,3.0,m,0-14
CA,1996,28.0,m,15-24
CA,1996,49.0,m,25-34
CA,1996,48.0,m,35-44
CA,1996,31.0,m,45-54
CA,1996,34.0,m,55-64
CA,1996,70.0,m,65+
CA,1996,2.0,f,0-14
CA,1996,23.0,f,15-24
CA,1996,34.0,f,25-34
CA,1996,28.0,f,35-44
CA,1996,14.0,f,45-54
CA,1996,16.0,f,55-64
CA,1996,50.0,f,65+
CA,1997,0.0,m,0-14
CA,1997,21.0,m,15-24
CA,1997,55.0,m,25-34
CA,1997,44.0,m,35-44
CA,1997,30.0,m,45-54
CA,1997,44.0,m,55-64
CA,1997,90.0,m,65+
CA,1997,1.0,f,0-14
CA,1997,36.0,f,15-24
CA,1997,44.0,f,25-34
CA,1997,26.0,f,35-44
CA,1997,13.0,f,45-54
CA,1997,16.0,f,55-64
CA,1997,53.0,f,65+
CA,1998,4.0,m,0-14
CA,1998,33.0,m,15-24
CA,1998,43.0,m,25-34
CA,1998,51.0,m,35-44
CA,1998,31.0,m,45-54
CA,1998,26.0,m,55-64
CA,1998,80.0,m,65+
CA,1998,1.0,f,0-14
CA,1998,26.0,f,15-24
CA,1998,31.0,f,25-34
CA,1998,26.0,f,35-44
CA,1998,14.0,f,45-54
CA,1998,18.0,f,55-64
CA,1998,54.0,f,65+
CA,1999,0.0,m,0-14
CA,1999,23.0,m,15-24
CA,1999,47.0,m,25-34
CA,1999,51.0,m,35-44
CA,1999,36.0,m,45-54
CA,1999,33.0,m,55-64
CA,1999,94.0,m,65+
CA,1999,4.0,f,0-14
CA,1999,33.0,f,15-24
CA,1999,31.0,f,25-34
CA,1999,28.0,f,35-44
CA,1999,13.0,f,45-54
CA,1999,11.0,f,55-64
CA,1999,51.0,f,65+
CA,2000,5.0,m,0-14
CA,2000,34.0,m,15-24
CA,2000,45.0,m,25-34
CA,2000,46.0,m,35-44
CA,2000,41.0,m,45-54
CA,2000,32.0,m,55-64
CA,2000,79.0,m,65+
CA,2000,4.0,f,0-14
CA,2000,33.0,f,15-24
CA,2000,40.0,f,25-34
CA,2000,30.0,f,35-44
CA,2000,25.0,f,45-54
CA,2000,12.0,f,55-64
CA,2000,66.0,f,65+
CA,2001,6.0,m,0-14
CA,2001,24.0,m,15-24
CA,2001,49.0,m,25-34
CA,2001,56.0,m,35-44
CA,2001,40.0,m,45-54
CA,2001,22.0,m,55-64
CA,2001,76.0,m,65+
CA,2001,5.0,f,0-14
CA,2001,23.0,f,15-24
CA,2001,41.0,f,25-34
CA,2001,33.0,f,35-44
CA,2001,16.0,f,45-54
CA,2001,14.0,f,55-64
CA,2001,53.0,f,65+
CA,2002,0.0,m,0-14
CA,2002,25.0,m,15-24
CA,2002,34.0,m,25-34
CA,2002,50.0,m,35-44
CA,2002,34.0,m,45-54
CA,2002,27.0,m,55-64
CA,2002,64.0,m,65+
CA,2002,6.0,f,0-14
CA,2002,32.0,f,15-24
CA,2002,31.0,f,25-34
CA,2002,26.0,f,35-44
CA,2002,17.0,f,45-54
CA,2002,17.0,f,55-64
CA,2002,45.0,f,65+
CA,2003,1.0,m,0-14
CA,2003,26.0,m,15-24
CA,2003,36.0,m,25-34
CA,2003,37.0,m,35-44
CA,2003,32.0,m,45-54
CA,2003,21.0,m,55-64
CA,2003,42.0,m,65+
CA,2003,3.0,f,0-14
CA,2003,21.0,f,15-24
CA,2003,28.0,f,25-34
CA,2003,25.0,f,35-44
CA,2003,15.0,f,45-54
CA,2003,9.0,f,55-64
CA,2003,36.0,f,65+
CA,2004,2.0,m,0-14
CA,2004,25.0,m,15-24
CA,2004,34.0,m,25-34
CA,2004,38.0,m,35-44
CA,2004,32.0,m,45-54
CA,2004,31.0,m,55-64
CA,2004,64.0,m,65+
CA,2004,0.0,f,0-14
CA,2004,34.0,f,15-24
CA,2004,55.0,f,25-34
CA,2004,34.0,f,35-44
CA,2004,19.0,f,45-54
CA,2004,22.0,f,55-64
CA,2004,48.0,f,65+
CA,2005,3.0,m,0-14
CA,2005,37.0,m,15-24
CA,2005,45.0,m,25-34
CA,2005,44.0,m,35-44
CA,2005,40.0,m,45-54
CA,2005,20.0,m,55-64
CA,2005,68.0,m,65+
CA,2005,6.0,f,0-14
CA,2005,28.0,f,15-24
CA,2005,40.0,f,25-34
CA,2005,27.0,f,35-44
CA,2005,24.0,f,45-54
CA,2005,13.0,f,55-64
CA,2005,37.0,f,65+
CA,2006,1.0,m,0-4
CA,2006,1.0,m,5-14
CA,2006,2.0,m,0-14
CA,2006,34.0,m,15-24
CA,2006,34.0,m,25-34
CA,2006,33.0,m,35-44
CA,2006,42.0,m,45-54
CA,2006,26.0,m,55-64
CA,2006,64.0,m,65+
CA,2006,0.0,f,0-4
CA,2006,4.0,f,5-14
CA,2006,4.0,f,0-14
CA,2006,39.0,f,15-24
CA,2006,30.0,f,25-34
CA,2006,25.0,f,35-44
CA,2006,16.0,f,45-54
CA,2006,6.0,f,55-64
CA,2006,52.0,f,65+
CA,2007,4.0,m,0-4
CA,2007,1.0,m,5-14
CA,2007,5.0,m,0-14
CA,2007,31.0,m,15-24
CA,2007,41.0,m,25-34
CA,2007,51.0,m,35-44
CA,2007,50.0,m,45-54
CA,2007,35.0,m,55-64
CA,2007,75.0,m,65+
CA,2007,0.0,f,0-4
CA,2007,2.0,f,5-14
CA,2007,2.0,f,0-14
CA,2007,32.0,f,15-24
CA,2007,33.0,f,25-34
CA,2007,33.0,f,35-44
CA,2007,11.0,f,45-54
CA,2007,13.0,f,55-64
CA,2007,51.0,f,65+
CA,2008,0.0,m,0-4
CA,2008,2.0,m,5-14
CA,2008,2.0,m,0-14
CA,2008,39.0,m,15-24
CA,2008,36.0,m,25-34
CA,2008,49.0,m,35-44
CA,2008,53.0,m,45-54
CA,2008,38.0,m,55-64
CA,2008,62.0,m,65+
CA,2008,0.0,m,unknown
CA,2008,0.0,f,0-4
CA,2008,3.0,f,5-14
CA,2008,3.0,f,0-14
CA,2008,36.0,f,15-24
CA,2008,39.0,f,25-34
CA,2008,39.0,f,35-44
CA,2008,27.0,f,45-54
CA,2008,20.0,f,55-64
CA,2008,45.0,f,65+
CA,2008,0.0,f,unknown
CD,1995,373.0,m,0-14
CD,1995,1572.0,m,15-24
CD,1995,2382.0,m,25-34
CD,1995,1890.0,m,35-44
CD,1995,1184.0,m,45-54
CD,1995,634.0,m,55-64
CD,1995,289.0,m,65+
CD,1995,331.0,f,0-14
CD,1995,1223.0,f,15-24
CD,1995,1532.0,f,25-34
CD,1995,1232.0,f,35-44
CD,1995,863.0,f,45-54
CD,1995,427.0,f,55-64
CD,1995,137.0,f,65+
CD,1996,228.0,m,0-14
CD,1996,1040.0,m,15-24
CD,1996,1627.0,m,25-34
CD,1996,1492.0,m,35-44
CD,1996,998.0,m,45-54
CD,1996,548.0,m,55-64
CD,1996,285.0,m,65+
CD,1996,292.0,f,0-14
CD,1996,1153.0,f,15-24
CD,1996,1528.0,f,25-34
CD,1996,1142.0,f,35-44
CD,1996,728.0,f,45-54
CD,1996,377.0,f,55-64
CD,1996,149.0,f,65+
CD,1997,259.0,m,0-14
CD,1997,1401.0,m,15-24
CD,1997,1996.0,m,25-34
CD,1997,1599.0,m,35-44
CD,1997,996.0,m,45-54
CD,1997,614.0,m,55-64
CD,1997,276.0,m,65+
CD,1997,321.0,f,0-14
CD,1997,1376.0,f,15-24
CD,1997,1874.0,f,25-34
CD,1997,1271.0,f,35-44
CD,1997,723.0,f,45-54
CD,1997,386.0,f,55-64
CD,1997,150.0,f,65+
CD,1998,455.0,m,0-14
CD,1998,3684.0,m,15-24
CD,1998,5073.0,m,25-34
CD,1998,3578.0,m,35-44
CD,1998,2002.0,m,45-54
CD,1998,997.0,m,55-64
CD,1998,518.0,m,65+
CD,1998,651.0,f,0-14
CD,1998,4074.0,f,15-24
CD,1998,4536.0,f,25-34
CD,1998,2716.0,f,35-44
CD,1998,1295.0,f,45-54
CD,1998,722.0,f,55-64
CD,1998,272.0,f,65+
CD,1999,474.0,m,0-14
CD,1999,4061.0,m,15-24
CD,1999,5886.0,m,25-34
CD,1999,4191.0,m,35-44
CD,1999,2250.0,m,45-54
CD,1999,1279.0,m,55-64
CD,1999,626.0,m,65+
CD,1999,708.0,f,0-14
CD,1999,4472.0,f,15-24
CD,1999,4991.0,f,25-34
CD,1999,3117.0,f,35-44
CD,1999,1725.0,f,45-54
CD,1999,836.0,f,55-64
CD,1999,305.0,f,65+
CD,2000,485.0,m,0-14
CD,2000,4048.0,m,15-24
CD,2000,5833.0,m,25-34
CD,2000,4151.0,m,35-44
CD,2000,2549.0,m,45-54
CD,2000,1295.0,m,55-64
CD,2000,602.0,m,65+
CD,2000,718.0,f,0-14
CD,2000,4422.0,f,15-24
CD,2000,5146.0,f,25-34
CD,2000,3309.0,f,35-44
CD,2000,1724.0,f,45-54
CD,2000,855.0,f,55-64
CD,2000,351.0,f,65+
CD,2001,581.0,m,0-14
CD,2001,4651.0,m,15-24
CD,2001,6794.0,m,25-34
CD,2001,4817.0,m,35-44
CD,2001,2876.0,m,45-54
CD,2001,1384.0,m,55-64
CD,2001,724.0,m,65+
CD,2001,842.0,f,0-14
CD,2001,4922.0,f,15-24
CD,2001,5586.0,f,25-34
CD,2001,3704.0,f,35-44
CD,2001,2057.0,f,45-54
CD,2001,1042.0,f,55-64
CD,2001,470.0,f,65+
CD,2002,649.0,m,0-14
CD,2002,4965.0,m,15-24
CD,2002,7414.0,m,25-34
CD,2002,4994.0,m,35-44
CD,2002,3065.0,m,45-54
CD,2002,1388.0,m,55-64
CD,2002,791.0,m,65+
CD,2002,874.0,f,0-14
CD,2002,5378.0,f,15-24
CD,2002,6230.0,f,25-34
CD,2002,3939.0,f,35-44
CD,2002,2262.0,f,45-54
CD,2002,1055.0,f,55-64
CD,2002,476.0,f,65+
CD,2003,854.0,m,0-14
CD,2003,5885.0,m,15-24
CD,2003,8427.0,m,25-34
CD,2003,6193.0,m,35-44
CD,2003,3776.0,m,45-54
CD,2003,1836.0,m,55-64
CD,2003,1047.0,m,65+
CD,2003,1233.0,f,0-14
CD,2003,6630.0,f,15-24
CD,2003,7711.0,f,25-34
CD,2003,4826.0,f,35-44
CD,2003,2866.0,f,45-54
CD,2003,1457.0,f,55-64
CD,2003,592.0,f,65+
CD,2004,1195.0,m,0-14
CD,2004,7007.0,m,15-24
CD,2004,9467.0,m,25-34
CD,2004,7114.0,m,35-44
CD,2004,4442.0,m,45-54
CD,2004,2376.0,m,55-64
CD,2004,1229.0,m,65+
CD,2004,1679.0,f,0-14
CD,2004,7630.0,f,15-24
CD,2004,8540.0,f,25-34
CD,2004,5529.0,f,35-44
CD,2004,3413.0,f,45-54
CD,2004,1850.0,f,55-64
CD,2004,721.0,f,65+
CD,2005,1321.0,m,0-14
CD,2005,6675.0,m,15-24
CD,2005,9808.0,m,25-34
CD,2005,7577.0,m,35-44
CD,2005,5022.0,m,45-54
CD,2005,2637.0,m,55-64
CD,2005,1499.0,m,65+
CD,2005,1695.0,f,0-14
CD,2005,7570.0,f,15-24
CD,2005,8501.0,f,25-34
CD,2005,5832.0,f,35-44
CD,2005,3898.0,f,45-54
CD,2005,2054.0,f,55-64
CD,2005,951.0,f,65+
CD,2006,1122.0,m,0-14
CD,2006,6391.0,m,15-24
CD,2006,9486.0,m,25-34
CD,2006,7321.0,m,35-44
CD,2006,5011.0,m,45-54
CD,2006,2657.0,m,55-64
CD,2006,1504.0,m,65+
CD,2006,1517.0,f,0-14
CD,2006,7236.0,f,15-24
CD,2006,8522.0,f,25-34
CD,2006,5621.0,f,35-44
CD,2006,3762.0,f,45-54
CD,2006,2019.0,f,55-64
CD,2006,975.0,f,65+
CD,2007,1343.0,m,0-14
