Country,Restaurant Name,Sentiment,Review Title,Review Date,Review
France,The Frog at Bercy Village,Negative,Not worth your money!,May 2014 •,"We had read great reviews of Ad Hoc and I therefore booked a table long time in advance - as we were going to celebrate my mothers birthday. We had read that the restaurant had a dress code - so we dressed up. We visited the truffle tasting room - which was a pleasant experience with bubbles and truffles. The staff was also very Nice and professionell here. However, when we arrived at the restaurant we were greeted by a rather rude waiter!! And the restaurant did not seem to have a dress code at all - as there were guests in jeans, jeans jackets, shorts and also jogging suits?!! We ordered the land tasting meny with wine. The first course was rather ok and so was the pasta. The main course was not ok - it did not taste anything. I had also asked in advance if they could have a surprice for my mother - but the only thing she got was a candle on her dessert (which we had ordered already). The waiter continued to be rude out through the evening!! I would not recommend this restaurant!"
France,The Frog at Bercy Village,Negative,Beyond Disappointing!,Apr 2014 •,"I recently arrived about five minutes early for a 9:30pm dinner reservation on a Saturday evening.  I had planned on doing the tasting menu as it was the last evening of my holiday.  The reviews on Trip Advisor were relatively positive, so this helped to drive my dining decision for that evening.

Upon arrival at the restaurant, there was no host or hostess at the door to greet customers.  I understand that service is quite lacking in Italy and not up to American standards, but a simple greeting is not much to expect.  I observed two rather haggard looking servers who were running around like chickens with their heads cut off as the restaurant was pretty full.

My guest and I were finally greeted by one of the servers who was a bit snarly.  She sat us at our table, which faced both the front door and the service station, so it really wasn't the best seat in the house.  I was disappointed, but there really was not anything that we could do about it.

We were presented with menus after about a 5 minute wait and then our server disappeared to assist with other tables.  After about 15 minutes, she came over and took our order, including our wine order.  But then disappeared.  Each time that we tried to flag her down, she just rolled her eyes at us and ran to assist the other server or other tables.

After another 10 minutes, she came back and informed us that the wine that we had ordered was no longer available.  I then proceeded to select another wine.  She then returned to the table 10 minutes later with the new bottle.  The appalling part is that she simply slammed the bottle down on the table and then ran off to assist another table without opening our wine.  I'm really not sure why, but her behavior was unprofessional and downright insulting.  

So now after 40 minutes of sitting at the table, we still had no wine or food.  This was probably some of the sloppiest and rudest service that I have ever experienced. This is not the way that we envisioned our last meal in Rome.  My guest and I ultimately decided to leave and find a restaurant that appreciated our business.  As such, we simply got up and left.  The funny part is that neither server even noticed that we were leaving or had left as they were too busy with other tables. 

Hopefully, if you're seeking out a fine dining experience, which should include superior service in addition to good food, I would suggest looking elsewhere.

You've been duly warned!"
France,The Frog at Bercy Village,Negative,Left Unnoticed,Apr 2014 •,"We specifically went to this place after reading all the wonderful reviews here. It started out wonderfully with a truffle tasting in a private room with sparking wine. Unfortunately, what started out as an experience ended with us cutting off the meal early. 

We are a party of four and were the third table seated at our 6:30 reservation. We ordered a bottle of wine and appetizers. We had the pumpkin blossoms, the seafood sampler, and the cheese tasting. Everything was mediocre at best, but presented very nicely. Once the appetizer was cleared we finished our bottle of wine and had to wait 45 minutes before our pasta was brought to the table. Again this was mediocre at best, but displayed very nicely. 

The wait staff never came by to fill up water or ask we if wanted another bottle of wine. Finally they cleared the pasta and we set in to wait for our second course. A rabbit stuffed with spiced veal. Needless to say we never made it that far. At 9pm we had to get up and track the manager down, whom never once came over to check on us, and tell her we were done. 

The consolation was sending the head waitress over to offer a sparkling wine. For all the hype and the price you're paying, this was absolutely unacceptable and unenjoyable. We were very disappointed after all the high reviews here on trip advisor. 

Beware as the entire audience was foreigners and there was never a wait. A restaurant rated this highly should be reservation only."
France,The Frog at Bercy Village,Negative,Disappointed in TA - led me astray,Feb 2022 •,"Probably the most disappointed I've been in a restaurant strongly recommended by trip advisor! My two selections for a main course - rabbit and fish of the day were adequate - however portions were minimalist and rabbit was ground!My daughter's filet strips were, I believe, also ground and past due date! I know about aged beef, as my father raised angus, this had been hung WAY too long! Asked that my daughter's be taken back, which was done, but found it added to bill! Thankfully, upon my objection they removed it! I would never return to this restaurant and felt that I was mislead by trip advisor whom I continually proclaim to be priceline's arch rival! Maybe not so! I hope to not be disappointed again, as I may have to drop my allegiance to TA, as well as, my stock!"
France,The Frog at Bercy Village,Negative,Would NOT recommend,Feb 2022 •,"My boyfriend and I visited the Ad Hoc restaurant on the second of our two night stay in Rome. We had read fantastic reviews and were really keen to go, we actually tired to book on our first evening to no avail, as it was fully booked. Having secured a table for our last night we were looking forward to a fantastic meal. We arrived and were greeted by a friendly-ish blonde lady (in a rather short skirt!) and were shown to our table. We were seated for at least 5 minutes, if not more, before anyone came over to offer us a menu/drink etc but were willing to overlook this because of the fantastic reputation. We finally had sight of a menu, not before being told that the prawns and cod were unavailable for the evening. We placed our order and thought all was well, until the waitress came over to confirm what my boyfriend had ordered because in her words she was 'confused': not something you expect when paying the prices they ask for. We were then served an apperetife by a different waitress and shown the wine list (finally!). The apperetife was lovely and we decided to order a bottle of Riesling wine to go with out food - not before having been told that they 'might not have it', due to a busy night the night before. Again, not what you would expect when paying through the nose for a gastronomic experience. After a long wait, our main courses finally arrived, although, sadly, all I could taste was an unhealthy level of salt over the main dish and the sides. We mentioned to the waitress after finishing our main courses that this was the case and she acknowledged this (having not checked our food and asked if we were ok the whole way through the meal). We were then left at our table for a fairly solid amount of time, during which we witnessed what was frankly a shocking display between two members of staff (curiously, both the staff members who had served us) engaging in a full blown argument which included raising voices in front of guests, slamming plates and menus and even resulted in the manager becoming involved. As an aside - the table next to us had ordered the taster menu and when their food arrived the waitress (the same one serving us) had to question the food she was serving them as she couldn't remember what it was and then proceeded to swap the plates round twice because she could not remember who had ordered what. We were then asked whether we would like a desert, to which we replied no and asked for the bill. We were then asked to come over to the window tables because the card machine would not work where we were sitting. Upon delivery of our bill, we were also issued with a feedback form, on which we commented that the food had been average and certainly not what you would expect for the price and the service had been terrible. The only saving grace of the evening was the bottle of sparkling wine which every female guest was given upon departure. We are a young couple in our mid twenties and are lucky enough to have eaten in some of the worlds best restaurants, we are not overly fussy but the service we received at Ad Hoc was absolutely disgraceful in terms of the way the staff were behaving in front of paying customers and we would absolutely not recommend this restaurant to anyone, we were offered no discount and the meal cost us €130. I urge you to think twice before you consider going for a meal here, not cheap and disappointingly average food but we could have overlooked this had the service been exceptional, which it certainly was not."
France,The Frog at Bercy Village,Negative,Most expensive pasta dish ever!!!,Dec 2013 •,"I went to this place to celebrate my birthday and had a big disappointment. I ordered the truffled gnocchi that cost 25 euros and the waitress said:_black or white truffle? So I said white, I don't even know why. The food was OK and when the bill came they charged me 45 euros for my plate!!! So when I complained they told me in front of everyone that I should know the white truffle is much more expensive that the others, even though the price wasn't anywhere. You can imagine the humiliation. I think any restaurant should know you don't offer something that will double the price of the dish without warning the costumer, only if you have bad intentions of over-charging it. Thank God for trip advisor and the power we have of telling our story so the same won't happen to other travellers."
France,The Frog at Bercy Village,Negative,Not good at all,Nov 2013 •,"It is a mystery to us where all these excellent reviews come from, because this is for sure not one of the best restaurants in rome. It is definitely nothing special, with things on their card that are not in season, and fish i.e. tuna being served that is past its date. We would for sure not go back and not really recommend this restaurant either. Also the service was not great, the waitresses were friendly but slow."
France,The Frog at Bercy Village,Negative,Wannabe,Feb 2022 •,"It's as though the chef has watched a few too many reality tv cooking shows and thinks he can replicate. Unfortunately, the quality falls far short of Gordon Ramsey! 

Decent wine selection, but the food is not very good at all... A fancy swoosh of some colourful yet indiscernible liquid does not elevate the meal to 'fine dining'!!"
France,The Frog at Bercy Village,Negative,"deceptive,crooks and rude manager",Sept 2013 •,"the waitress said that the dish contained cherry tomato juice and not cherry tomatoes as stated in the menu.She said that they would put cherry tomatoes at no extra cost .subsequently she forgot about me and proceeded to argue with me about what she said.
the manager did not help and could not care . These are horrible people to give your money . please go to other restaurants where there are less crooks. horrible,horrible,horrible people,especially the manager!"
France,The Frog at Bercy Village,Negative,Average at best,Sept 2013 •,"Let me start by saying that I don't eat to live but live to eat! I chose this restaurant based on the raving reviews.  Well what a dissapointment. It was not a disaster but is was below average. The restaurant does have a very nice decor and ambience, nice jazzy lounge music (the same cd played in loop all evening, hearing the songs 3 times). The young attractive hostesses were nice but do not know anything about food or wine.
 We chose the Sea tasting menu with wine pairing. Instead of pouring the wine at the table, they bring you your glass and tell you what it is. The first wine, supposedly a Chardonay was terrible so I asked to see the bottle. They brought me a bottle that was not open and told me that was the wine. I asked if they could bring us the bottles from there on, they did not. I asked to swith the Rose wine with a Red to go with the pasta, which they did, but it was just the wrong type of red for this, maybe my faut. A couple of the dish we had were good, lobster pasta and the baby squid. The rest was ok or below average. I had asked to switch the creme brule deserts with the other two, which agreed and aknowledged but they brought us the creme brules anyway. 
 Everything about this restaurant is like presuming to be something they are not, everything is superficial. No reputable restaurant gives 10% off for booking online and thta alone should have been my flag. I have a hard time understanding how people can write that this is the best restaurant they have eaten in in their life. We spent 12 days in Italy ad this was by far our worst experience in Rome,I was more angry at wasting my time than the money!  Try Il Gabriello, that wowed us, try the seefood ravioli and the seafood pasta."
France,The Frog at Bercy Village,Negative,Worst dining experience ever,Sept 2013 •,"We were looking forward to this restaurant, but it turned out to be a total disaster. We had to wait at least 40 minutes between each course, and the food was terrible. Only the buffalo cheese in the starter was Ok, everything else from our tasting menu was horrible. Both the taste and texture was the worst I have ever experienced in a restaurant. Service was Ok, but very slow, we had to wait for 10 minutes for water, and 20 minutes for the bill, they seem to ignore the first time you asked, and only acts on the second time. We find everyone dined there speaks English, which is not a good sign for a restaurant in Rome. Two tasting menu plus wines and a stater cost 155 euro, spend your money elsewhere and you can get much better food for 50 euro for 2 people."
France,The Frog at Bercy Village,Negative,Everything about this place was disappointing.,Aug 2013 •,"We were really looking forward to our meal here, and had made reservations by email online before we even got to Rome for the weekend. 

I don't usually take time to write negative reviews but really felt that I had to in this instance. 

The decor of the restaurant was very nice, but I'm afraid that's as far as compliments for this place stretch. 

The waitresses were very immature and didn't seem to know anything about the menu. Either that or they just couldn't be bothered to explain anything to us. We placed our order and were not served our starter for 45 mins. It then took ANOTHER HOUR (I kid you not) to be served our mains. 

I ordered the smoked salmon pasta which was hard and actually inedible. I picked out the salmon and just sent it back without asking for a replacement, or refund before you ask. The whole dish was just a disaster. Quite frankly, my 7 year old can cook a better pasta dish than that which was served to me that evening. The pasta course alone was £15. 

The started, I can't remember what it was meant to be but it was heavy and greasy- possibly courgette flowers, I don't recall. 

I ordered the 2-spilt mains and chose the catch of the day and tuna. They were both terrible. Really, I might as well have been in Bella Italia in Croydon for the quality of the food. 

By the time we finished our first three courses it was nearly 11.30pm. By this point we were so tired and irritated by the poor service and poor food that we decided not to stay for dessert. Possibly the best decision I made during my weekend in Rome. 

£115 for 3 courses, not inc dessert or wine. 

Less bothered am I about the £115 that I won't get back as the 2 and a half hours of my life spent dining there that could have been spent enjoying a meal elsewhere."
France,The Frog at Bercy Village,Negative,What a joke,Aug 2013 •,We had holiday and we were eating in different good restaurants in rome. Visit in ad hoc was totally under our expections. We waited for long time all the time and service had huge problems. Whit food they just tried to do it way too complicated (less is more). Truffes ok everything else more or less horrible.
France,The Frog at Bercy Village,Negative,Ad Hoc...Ad Nauseam!,Jul 2013 •,"We chose this restaurant because Trip Advisor ranked it among the top (#8 of 5922) restaurants in Rome, Italy. 

On our first attempt, we were told that because we had no reservations we could not dine there that night. The following day we made the reservation and we got a table for two. The restaurant was not busy that night. The space was ample where we were seated so I re-arranged my seat in order that I will be seated next to my wife and not across from her as we had always done in other restaurants. One of the hostesses approached us and told me that I should not move my chair from the original arrangement and did not elaborate further. I was quite surprised because we had never experienced this policy and besides they did not offer to seat us together in another table, as there were many empty tables that night. Because of this event, we were made to feel as “unwanted” patrons.

It took another 20-30 minutes before we were asked about our orders. We also had to request for a wine list as we were not provided a list with the menu. When we asked we were told by the server, “Oh, you want a glass of wine?” “What kind? We again asked that we please be provided with the wine list.

We ordered: a bottle of red wine; “ad hoc” pumpkin flowers for starters; flat spaghetti with baby squid for our pasta; and sea bass fillet, for our main course. Except for the “ad hoc”pumpkin flowers, which were quite good, the rest of the food were not out of the ordinary and quite saltier than what we would have preferred. Furthermore, throughout our dinner, we had to repeatedly request for attendance to our dining needs including extra  utensils, water, and even pepper.

The ambiance of this place was replete with the plasticity of protocol demonstrated by the entire staff which detracted from the “Italian warm hospitality” we expected. We felt that we and others just trying to have a good culinary experience should not be treated this way. At the “Ad Hoc, we had an “Ad Nauseam”Experience."
France,The Frog at Bercy Village,Negative,The most fundamental of cooking mistakes!!!,Jun 2013 •,"I have to say that I had great expectations from this restaurant. I am always disappointed from the offer of estaurant in Rome: tradiational ones are boring, most expensive one often disappointing (a part from Il Pagliaccio, but it is ineed expensive). The worst restaurant in the world is in Rome (Convivio Troiani...). So, an acceptably priced, good level restaurant is sorely missed. Well, Ad hoc did not fill the gap. I had the gastronomy menu, to try their best effort. With wines... Lets start with the good things: some starters were good (courgette flowers, tartare's...) and the wines offered with the menu are really good. Than, the sore point: salt and some average cooking in the pasta and main dishes. Come on, the spaghetti in the parmigiano nest are trivial from one side, and a concentrate of salt from the other. A lot of the dishes were far too salty. The mains were not exciting, nothing really to lift them from a honest average. Not what I was looking for. Just a bad night? No sure....."
France,The Frog at Bercy Village,Negative,A must miss,Jun 2013 •,"This was supposed to be our big splurge in Rome. 
We were looking forward to our meal at Ad Hoc with great enthusiasm, and when I told my wife they had a Truffles tasting menu, her eyes glazed over. 
When we arrived, we were seated directly across from where the servers picked up their food orders, even though the restaurant was nowhere near full. They then moved us to a table that was perhaps 12"" further removed from the food station.
They later moved us to another room that had only two other tables occupied at the time. Why they did not seat us there from the outset, I have no logical answer.
After looking over the menu, 
we ordered a bottle of red wine from Sicily. When I asked to have it decanted to help it breathe, the server said decanting was unnecessary,
and was steadfast in refusing my request. This was a first for any place I have ever at.
When we we served our entrees, the side dish of risotto and truffles was cold. Midway through the entree, the server came back to ask how the meal was, and I commented that ""the beef was good."" And though it was plainly evident that there was only a forkful sampled from the risotto, the server never bothered to make an inquiry.
Though I have an almost insatiable sweet tooth, we did not even look at the dessert menu.
At that point, we wanted to leave as quickly as possible,
but that was a challenge as well. After waiting 20 minutes for the check, I got up from the table to ask a different server for our check.
I waited a week before writing about this experience, hoping that time would lessen its sting.
It has not.
If however, you are looking for an expensive meal where the attitude is that diners should feel fortunate that they have been allowed to spend a copious amount for a meal, then Ad Hoc in Rome may be your kind of place."
France,The Frog at Bercy Village,Negative,"Terrible, arrogant service!",Jun 2013 •,"Our family was anticipating a wonderdul dinner on our final night in Rome. Despite a reservation made and confirmed by our hotel, on May 25, 2013, we were rudely turned away at the door and told our reservation did not exist!  I even showed the hostess the e-mail from the hotel confirming our reservation, but she kept us waiting for 10 minutes while she ""checked"" the e-mail address of the hotel.  No apologies, no attempt to seat us despite many empty tables at the time.  We were told they were booked for the next 10 days and to return....really?our vacation is over tomorrow."
France,The Frog at Bercy Village,Negative,"Not thrilled to be an outlier, but here is why we didn't like the restaurant",Mar 2013 •,"I am going to start this review by saying that I can not blame the restaurant completely.  We showed up  late for our already late reservation, and I think that the staff was not thrilled that we had shown up in the first place. But the situation quickly devolved from there.

My biggest negative  about the place may have been the mistranslations of the menu.  We were given English menus with Italian, which I can't argue against, but the translations were so bad that what we ordered and what we received were more than a little different.  For example, my older son ordered a beef filet.  What arrived was ground veal cheek with raisins and pine nuts. Which is what the Italian menu says it is.  They were nice about it and refunded our money,  but, for a place that clearly was full of British tourists, it seemed to be a major mistake.  An English menu item for suckling pig ended up being a rolled sausage of some form.  Since many of the reviewers had either a tasting menu or truffle pasta they may not have noted this but if you go ala carte its important. 

My wife had ordered the truffle pasta.  This was fine, but she originally received another pasta.  They did correct this error.  

Regardless of the menu descriptions, many of the dishes suffered from the ""one ingredient too many syndrome.""  

Other negatives may have been more temporary.  The restaurant was stuffy and hot.  Although our server was nice, the woman who appeared to be functioning as the head server was not.  I don't think she saw me watching her as she made a ""tongue out of the mouth"" face while gesturing with her eyes at our table.  Nice.

I do know that we our outliers in terms of what we think about this place and I do know that we were not completely innocent guests as we were 25' late for our table.  But I can not remember a less pleasant overall dinner experience in quite some time."
France,The Frog at Bercy Village,Negative,"over-rated by tourists, not locals.",Mar 2013 •,"I booked through my hotel who told me that it was hard to get a table as they were always full, but managed to get a table last night. 

The first, terrible impression were that the wines were over priced : the bottle I wanted they were charging 50 percent more than the restaurant (near the colosseum) I went to the previous night. Secondly there were no locals eating there - another warning sign.

Then they brought the grissini which were soft when I bit into them, and the bread was stale. After the first course which was dismal we cancelled the rest of the courses and left. It was nice of them to take the food items we had half-eaten off the bill and only charge for the over-priced wine we had ordered. As for the atmosphere it is very dark inside and has a very touristy feel to it. 

To conclude, judging from the prices in comFranceon to other establishments, this place is a tourist trap, as it is on Via Ripetta which is off Via del Corso the main street in Rome which is crowded with tourists."
France,The Frog at Bercy Village,Negative,"Nice people, okay food",Feb 2022 •,"Not sure why this restaurant is so well reviewed here. Service is friendly, and they do give you a free bottle of sparkling wine when you leave, but the food is busy and not especially remarkable. While we were there, a table of three cancelled their main courses and left after the appetizer course. I would have done the same."
France,The Frog at Bercy Village,Negative,Disappointing,Jan 2013 •,"The restaurant looks lovely, very romantic, low lighting, staff very smart.  However - The Emporer's New Clothes comes to mind.  It took ages to get our order in, the starters arrived before the wine.  Three of us ordered the same main meal - roasted beef.  Oh dear!  Under seasoned and actually not very nice at all.  We didn't eat it.  We ordered some vegetables which arrived aout 20 minutes after we had finished eating so we didn't eat those either.  We asked for the bill and it took 35 minutes to arrive.  To their credit they did remove the three uneaten main meals from the bill which made things a bit better but as the meal was meant to be a very special 50th birthday celebration, it was a huge disappointment.  We would not return."
France,The Frog at Bercy Village,Negative,if you dont drink wine DONT go,Jan 2013 •,"saw ad hoc in first place on the site so i thought it was good so i went there even though the concierge warned me that it was not up to the hype.. he was unfortunately right...

pro's
1\ the waiter was very nice and polite.
2\ got a 2 FREE complementary bottels of Champagne even though i said i do not drink 
3\ got a 10% discount on the items from there shop 

con's
1\ very small and hard to get to your chair.
2\ was told there is a 3 week waiting list ( booked on the same day and took the best table)
3\ the experience takes at least 2 and half hours. (very slow service)
4\ the food was terrible, me and my wife could not finish any of the 9 dishes that was presented to us.

maybe because i dont drink, or i was ""over-hyped"" by the rating and expecting to taste some thing from out of this world, i did not like any thing about it, and i will never recommend it to any one i love.

i think the high ratings that AD Hoc gets is because of the free Champagne and the discount."
France,The Frog at Bercy Village,Negative,Terrible Experience,Feb 2022 •,"I couldn't understand how this restaurant became the first one in Rome. I had many better experiences compared to this average restaurant. The food was definitely over rated. Even if I exclude the meal, the service was extremely slow. We've waited for 1 hour 45 min for our main course to arrive. They could only bring the check after 45 more minutes. And we could leave the restaurant waiting for 3 hours in total spending only half an hour to eat. On top of all that, there were few clients due to season and many waitresses. Total disaster..."
France,The Frog at Bercy Village,Negative,Who the hell is writing the reviews?????,Feb 2022 •,"I cannot believe the reviews. We went to this restaurant after all the glowing reviews. I have visited Rome maybe 30 times. I was astonished by the bad service and average food. We arrived at 8 pm and there was no one around to greet.... Wandered around the restaurant and finally some one came. We sat down and were given our menues and wine list.
For 20 mins we sat  and perused the menu. All good ,another 20 we sat and waited to be served . Finally an order is placed. We recieved our food. My ragu.. Well it was more stirfry. Beef strips than any ragu I have ever eaten.
The rest of the meal followed suit. Wine was slow to come out etc. I can tell you that for a 8 pm booking we had only recieved mains at 10.30 pm.  While our plates were cleared by 9.20. More than 1 hour to get our mains is little long. We  only ordered entree and mains thank god.
We witnessed the table next to us forgo the complimentary amuse bouche. Which was placed on her plate. Then picked up and offered by the waitstaff to the next table . We could not leave quick enough. 
I generally don't quibble with rankings but this is not a restaurant worthy of 1. 
If the food is executed well but not to my taste I have no issue. Thats my problem . Not the restaurant .
Sadly this was not the case. The food was very average and overpriced . Remarkably we paid a similar price for our Michelin starred dinner in Capri only a few days before hand. Go figure"
France,The Frog at Bercy Village,Negative,"Average food, terrible service - OVERATED",Jan 2013 •,"We were more than excited to be visiting the ""second best restaurant in Rome"" only to be majorly dissapointed by rushed and rude service, and food which was very mediocre. I have eaten in many resturants in Italy and I need two hands to count the amount of places I have eaten which are better than this. EXTREMELY DISAPPOINTING."
France,The Frog at Bercy Village,Negative,I don't get it...,Dec 2012 •,"How this is ranked the #1/#2 restaurant in Rome I will never understand.  Everything is just okay. The food, the decor, the service. All just okay.  In a city like Rome, with so many authentic, amazing dining options, it would never cross my mind to eat here again."
France,The Frog at Bercy Village,Negative,A giant let down!,Feb 2022 •,"We saved, what we thought was going to be ""the best for last"" meal in Rome at Ad Hoc. Based on the number of outstanding reviews; wow, were we disappointed! The atmosphere is great, the service decent, but the food was less than mediocre, it was bad. We enjoyed so many wonderful meals on this trip; La Pergola, Trattoria Monti, Piperno; to name a few. All were delicious! We assumed it wasn't possible to have a sub par meal in Rome until Ad Hoc. The crudo course had no flavor; the prawn and oyster were actually gross. The pasta was over salted and luke warm, the truffle starters were mushy; lacking both texture and flavor. My lobster pasta was over cooked as well and I gave up half way through, when it started to feel like dutiful and not enjoyable eating. The desert was good... A tiramisu that tasted like the edible embodiment of a cappuccino.
My boyfriend doesn't drink, so no complimentary bottle of bubbly was offered to us. Personally, I like a good glass of wine, but food is most important in a place like this... or at least it should have been."
France,The Frog at Bercy Village,Negative,Very average,Dec 2012 •,"Lovely setting, great service and great service but the food (which is the whole point!) is very average. Lacking taste and a waste of money... would not return. Had equal food in side street cafe / restaurant for a quarter of the price!! They ran out of desert I ordered but without asking changed for something totally different without even asking... not great"
France,The Frog at Bercy Village,Negative,"Food was average, Service was a Let Down",Feb 2022 •,"Service staff couldn't even be bothered to tell us the welcome drink was complimentary, so we opted out only to hear them telling the French family behind 10mins later. 
We had the black truffle tasting menu. Absolutely no interest in smiling or asking how the food is, several courses nearly dropping the plate while laying it down. Portions were too big but still of acceptable standard until we reached dessert. 
We waited 25mins for the Crème Brûlée  and when we reminded the service staff, she very rudely replied, ""It's coming, okay?!"" When it came, it was only half done, with so much unmelted sugar still on top! 
Another 20mins spent just waiting for them to tally up the bill which had no breakdown. Atrotious"
France,The Frog at Bercy Village,Negative,How can this be rated the #1 in Rome,Oct 2012 •,"My wife having seen this as the highest rated place in Rome convinced me to try it. I must give those that are not familiar with my BLOG ""The PhotoGourmet"" a little background, I'm a well traveled FOODIE. We have been to Rome over a hundred times. I don't consider Rome a fine dining destination it has great local food. AD HOC was extremely disappointing !! We were looking at each other wondering if the Chef had died and been replaced by a dishwasher. I returned my first course because it some burnt calamari that was presented cold. The very nice server did replaced it with a fish carpaccio that was served warm enough that it was probably spoiled. Each course that followed was equally poor...we hardly ate anything. We gave up got a bill and left very disappointed. We had the Seafood and Truffle tasting menus the bill came to 170 EURO which we would have been glad to pay if it was enjoyable!  The only saving grace was the nice server and some nice wines."
France,The Frog at Bercy Village,Negative,Too salty...,Feb 2022 •,Food...even the bread... was way too salty...and I am a salt person.  my husband and I couldn't even finish.  the restaunt is too hot.  the waitress didn't bring the check for 30 minutes after being asked three times!  I am really surprised this is number one.
France,The Frog at Bercy Village,Negative,Average at best,Feb 2022 •,"I reserved a table at Ad Hoc for my boyfriend's birthday dinner while we were in Rome. Booking via the website was very simple and if you still want to go despite my review I'd encourage you to do the same well in advance, as the restaurant was completely full when we were there on a weeknight. 
When I say full I mean that it was full of tourists like ourselves. So the ambience was very nice, but it was hardly authentic. There was one table of Italian speakers (who also seemed like tourists) that walked in as we waited for our desert.
Waiting was a big theme throughout the evening. We both ordered the Roman-style tasting menu and waited about 15-20 minutes between each of the 4 courses. 
The wine pairings were very disappointing and a couple of them were just bad. They only served wines from Lazio - three heavy reds, and a desert wine (which was undrinkable). The servers recited juts the names and didn't seem at all knowledgable about the wines. 
The food itself wasn't great either though it came in wide variety. Only one of three starters and one of three first courses were really good. Neither of the two main courses were edible as thy were too salty and overcooked. I also overheard the guy at the next table who ordered the same tasting menu Say the same thing to the server as he returned his plate. The desert was fine.
Overall, not exceptional and not recommended. I'd say average, but for the price (80 euro per person) I expected more."
France,The Frog at Bercy Village,Negative,Bad hoc'd,Aug 2012 •,"Upon entering, thought we scored with a great atmosphere and pleasant staff. Had a fabulous beef carpaccio appetizer and a skeevishly warm seafood tartar appetizer. Our beef truffle entre was cold, dry, and clearly reheated. The suckling pig was more like pork jerky. The stuffed rabbit was not what was expected and had two large pieces of solid fat in it. It was much like a rabbit meat loaf. The wine list was great but we do not recommend wasting your money and time at Ad Hoc"
France,The Frog at Bercy Village,Negative,A big disappointment to food lover!!,Feb 2022 •,"Go Ad Hoc if you don't mind articifical service and tourist style truffles menu.

I did lot of research before all trips for food and TripAdvisor is one good source.  I seldom picked the top 10 restaurants as it was rated high mostly because of the no of visits are highest, and the restaurant is likely a commercialized tourist place.   This time I made a big mistake to choose Ad Hoc because it is just 3 min walk from our Boutique hotel and convenient for dinner.

It was a total waste of time and money.   Food quality was much below average especially if you consider the price.   Bread was cold and nothing special.   All truffle dishes tasted alike, salty and could not match well with the pasta or meat.  Carbonara was disaster.  My lady girlfriend just touched a bit and left all in the plate.

Service was artificial and slow.  The only good thing was they speak good English while most local Italian restaurant not.   The waiter was cruel in the beginning and started to smile after her manager turned up to greet us.   But you could tell that it was tourist place kind of service.

We visited a small restaurant just around the corner the other day which was much better.   At least the ingredient was fresh and the smile was genuine."
France,The Frog at Bercy Village,Negative,Experiment was awful.,Jun 2012 •,"Restaurant - for tourists! That has read on a site, and has seen, these are two different things. Experiment was awful. In salad begun to ruccola which was in a bottom that it haven't noticed, bound together macaroni and unfairly expensive wines. The account comprised any percent and not clear dish. In my opinion it has been obviously overestimated! Italian at this restaurant isn't present anything, as it seemed to me. I think, Italians aren't frequenters of this institution!!!! When I was, saw only tourists and heard only English-speaking speech. I believe in Rome there are enough wonderful places which can be visited, instead of this institution!!!!!"
France,The Frog at Bercy Village,Negative,Tourist trap,Feb 2022 •,"I feel ridiculous that we let the reviews of tourists guide us to where to eat good italian food. Besides for good service and wine the food was below average and extremely over priced (80euro pp). The truffle dishes were terribly salty, the shrimps not fresh, we sent them back. The whole night I suffered from heartburn from the plethora of butter in the cooking. In summary, you know the saying, when in Rome... Well here we didn't hear Italian being spoken."
